Opportunity Name,StageName,Amount,Created By Name,Owner Name,Account Name,Account Type,Account Owner Name,Account Created By Name,Opportunity ID,AccountId,OwnerId,CreatedById
Opportunity for Tyler1115,Value Proposition,114000,Jenny Martin,Nicolas Weaver,Cohen950 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKggAAG,0018d00000Gozw7AAB,0058d000004R3sMAAS,0058d000003BJO9AAO
Opportunity for Garrett1512,Closed Won,2719000,Jenny Martin,Irene Kelley,Sims952 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKheAAG,0018d00000Gozw9AAB,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Daniel875,Closed Won,5023650,Jenny Martin,Eric Gutierrez,Stevenson954 Inc,Customer,Kelly Frazier,Jenny Martin,0068d000009XKm1AAG,0018d00000GozwBAAR,0058d000004R3sLAAS,0058d000003BJO9AAO
Opportunity for Vega154,Closed Lost,77270,Jenny Martin,Laura Garza,Stevenson954 Inc,Customer,Kelly Frazier,Jenny Martin,0068d000009XKdVAAW,0018d00000GozwBAAR,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Butler275,Closed Won,209104,Jenny Martin,Johnny Green,Briggs955 Inc,Customer,Harold Campbell,Jenny Martin,0068d000009XKczAAG,0018d00000GozwCAAR,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Santiago1975,Prospecting,122200,Jenny Martin,Eric Gutierrez,Rodgers956 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKkMAAW,0018d00000GozwDAAR,0058d000004R3sLAAS,0058d000003BJO9AAO
Opportunity for Bowman1081,Closed Won,218204,Jenny Martin,Eric Gutierrez,Johnson960 Inc,Partner,Johnny Green,Jenny Martin,0068d000009XKfnAAG,0018d00000GozwHAAR,0058d000004R3sLAAS,0058d000003BJO9AAO
Opportunity for Pearson374,Closed Won,62400,Jenny Martin,Chris Riley,McGuire26 Inc,Partner,Nicolas Weaver,Jenny Martin,0068d000009XKdGAAW,0018d00000GozwKAAR,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Jackson625,Closed Won,1948800,Jenny Martin,Bruce Kennedy,Cohen28 Inc,Customer,Eric Gutierrez,Jenny Martin,0068d000009XKpMAAW,0018d00000GozwMAAR,0058d000004R3sIAAS,0058d000003BJO9AAO
Opportunity for Sharp1336,Closed Won,257198,Jenny Martin,Chris Riley,Cohen28 Inc,Customer,Eric Gutierrez,Jenny Martin,0068d000009XKoGAAW,0018d00000GozwMAAR,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Carson641,Closed Won,376955,Jenny Martin,Evelyn Williamson,Reid29 Inc,Customer,Johnny Green,Jenny Martin,0068d000009XKqBAAW,0018d00000GozwNAAR,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Walsh1918,Proposal/Price Quote,179700,Jenny Martin,Irene Kelley,Webb96 Inc,Partner,Harold Campbell,Jenny Martin,0068d000009XKiXAAW,0018d00000Gp01BAAR,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Gross1521,Closed Won,3263870,Jenny Martin,Catherine Brown,Schmidt289 Inc,Customer,Julie Chavez,Jenny Martin,0068d000009XKiGAAW,0018d00000Gp01EAAR,0058d000004R3sUAAS,0058d000003BJO9AAO
Opportunity for Gomez694,Closed Lost,452200,Jenny Martin,Nicolas Weaver,Schmidt289 Inc,Customer,Julie Chavez,Jenny Martin,0068d000009XKfcAAG,0018d00000Gp01EAAR,0058d000004R3sMAAS,0058d000003BJO9AAO
Opportunity for Gordon1919,Closed Won,975175,Jenny Martin,Julie Chavez,Gordon294 Inc,Customer,Evelyn Williamson,Jenny Martin,0068d000009XKiYAAW,0018d00000Gp01JAAR,0058d000004R3sGAAS,0058d000003BJO9AAO
Opportunity for Medina832,Closed Won,789160,Jenny Martin,Kelly Frazier,Gill296 Inc,Partner,Evelyn Williamson,Jenny Martin,0068d000009XKkaAAG,0018d00000Gp01LAAR,0058d000004R3sPAAS,0058d000003BJO9AAO
Opportunity for Jennings981,Qualification,141300,Jenny Martin,Eric Gutierrez,Reynolds298 Inc,Customer,Catherine Brown,Jenny Martin,0068d000009XKokAAG,0018d00000Gp01NAAR,0058d000004R3sLAAS,0058d000003BJO9AAO
Opportunity for Medina1876,Needs Analysis,2859100,Jenny Martin,Irene Kelley,Moran300 Inc,Customer,Irene McCoy,Jenny Martin,0068d000009XKh7AAG,0018d00000Gp01PAAR,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for West206,Closed Lost,2103270,Jenny Martin,Catherine Brown,Moran300 Inc,Customer,Irene McCoy,Jenny Martin,0068d000009XKeLAAW,0018d00000Gp01PAAR,0058d000004R3sUAAS,0058d000003BJO9AAO
Opportunity for Harrison791,Closed Won,193500,Jenny Martin,John Williams,Phelps304 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKimAAG,0018d00000Gp01TAAR,0058d000004R3sYAAS,0058d000003BJO9AAO
Opportunity for Estrada781,Closed Won,2182350,Jenny Martin,Harold Campbell,Gutierrez305 Inc,Customer,Irene McCoy,Jenny Martin,0068d000009XKikAAG,0018d00000Gp01UAAR,0058d000004R3sNAAS,0058d000003BJO9AAO
Opportunity for Tate537,Closed Lost,1238650,Jenny Martin,Harold Campbell,Gutierrez305 Inc,Customer,Irene McCoy,Jenny Martin,0068d000009XKmWAAW,0018d00000Gp01UAAR,0058d000004R3sNAAS,0058d000003BJO9AAO
Opportunity for Olson1373,Closed Won,25739,Jenny Martin,Kelly Frazier,Woods306 Inc,Customer,Laura Palmer,Jenny Martin,0068d000009XKp1AAG,0018d00000Gp01VAAR,0058d000004R3sPAAS,0058d000003BJO9AAO
Opportunity for Swanson1282,Closed Won,70680,Jenny Martin,Kelly Frazier,Woods306 Inc,Customer,Laura Palmer,Jenny Martin,0068d000009XKmpAAG,0018d00000Gp01VAAR,0058d000004R3sPAAS,0058d000003BJO9AAO
Opportunity for Todd1101,Closed Won,173566,Jenny Martin,Eric Sanchez,Fowler307 Inc,Partner,Bruce Kennedy,Jenny Martin,0068d000009XKgWAAW,0018d00000Gp01WAAR,0058d000004R3sXAAS,0058d000003BJO9AAO
Opportunity for Mack545,Closed Won,551580,Jenny Martin,John Williams,Fowler307 Inc,Partner,Bruce Kennedy,Jenny Martin,0068d000009XKmaAAG,0018d00000Gp01WAAR,0058d000004R3sYAAS,0058d000003BJO9AAO
Opportunity for Delgado1258,Closed Lost,2129900,Jenny Martin,Laura Palmer,Hughes308 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKlhAAG,0018d00000Gp01XAAR,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Lamb1584,Closed Lost,1728950,Jenny Martin,Irene Kelley,Long31 Inc,Customer,Doroth Gardner,Jenny Martin,0068d000009XKk7AAG,0018d00000GozwPAAR,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Williamson1573,Closed Lost,3990000,Jenny Martin,Dennis Howard,Long31 Inc,Customer,Doroth Gardner,Jenny Martin,0068d000009XKk2AAG,0018d00000GozwPAAR,0058d000004R3sQAAS,0058d000003BJO9AAO
Opportunity for Horton207,Closed Won,2166890,Jenny Martin,Laura Garza,Long31 Inc,Customer,Doroth Gardner,Jenny Martin,0068d000009XKeMAAW,0018d00000GozwPAAR,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Burton1994,Needs Analysis,987930,Jenny Martin,Harold Campbell,Graves33 Inc,Customer,Irene McCoy,Jenny Martin,0068d000009XKlFAAW,0018d00000GozwRAAR,0058d000004R3sNAAS,0058d000003BJO9AAO
Opportunity for Ramos1851,Closed Won,388890,Jenny Martin,Bruce Kennedy,Graves33 Inc,Customer,Irene McCoy,Jenny Martin,0068d000009XKgDAAW,0018d00000GozwRAAR,0058d000004R3sIAAS,0058d000003BJO9AAO
Opportunity for Pearson288,Closed Won,1790440,Jenny Martin,Julie Chavez,Graves33 Inc,Customer,Irene McCoy,Jenny Martin,0068d000009XKdhAAG,0018d00000GozwRAAR,0058d000004R3sGAAS,0058d000003BJO9AAO
Opportunity for Campbell1166,Closed Lost,1459175,Jenny Martin,Catherine Brown,Soto36 Inc,Customer,Chris Riley,Jenny Martin,0068d000009XKiEAAW,0018d00000GozwUAAR,0058d000004R3sUAAS,0058d000003BJO9AAO
Opportunity for Armstrong296,Closed Won,236040,Jenny Martin,Kelly Frazier,Soto36 Inc,Customer,Chris Riley,Jenny Martin,0068d000009XKdjAAG,0018d00000GozwUAAR,0058d000004R3sPAAS,0058d000003BJO9AAO
Opportunity for Thomas1215,Closed Won,342886,Jenny Martin,Doroth Gardner,Gutierrez38 Inc,Customer,Chris Riley,Jenny Martin,0068d000009XKjxAAG,0018d00000GozwWAAR,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Carter816,Closed Won,14720,Jenny Martin,Evelyn Williamson,Gutierrez38 Inc,Customer,Chris Riley,Jenny Martin,0068d000009XKjiAAG,0018d00000GozwWAAR,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Keller1431,Needs Analysis,2894390,Jenny Martin,Nicolas Weaver,Morales41 Inc,Partner,Laura Garza,Jenny Martin,0068d000009XKrJAAW,0018d00000GozwZAAR,0058d000004R3sMAAS,0058d000003BJO9AAO
Opportunity for Smith1859,Negotiation/Review,1261290,Jenny Martin,Harold Campbell,Morales41 Inc,Partner,Laura Garza,Jenny Martin,0068d000009XKgwAAG,0018d00000GozwZAAR,0058d000004R3sNAAS,0058d000003BJO9AAO
Opportunity for Sanders1345,Closed Won,773640,Jenny Martin,Dennis Howard,Adkins42 Inc,Customer,Doroth Gardner,Jenny Martin,0068d000009XKoMAAW,0018d00000GozwaAAB,0058d000004R3sQAAS,0058d000003BJO9AAO
Opportunity for Edwards1901,Closed Won,994680,Jenny Martin,Evelyn Williamson,Carr43 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKiQAAW,0018d00000GozwbAAB,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Foster1871,Closed Won,1628800,Jenny Martin,Eric Gutierrez,Carr43 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKh4AAG,0018d00000GozwbAAB,0058d000004R3sLAAS,0058d000003BJO9AAO
Opportunity for Morrison510,Closed Won,75289,Jenny Martin,Doroth Gardner,Carr43 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKloAAG,0018d00000GozwbAAB,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Pittman1309,Closed Won,200400,Jenny Martin,Evelyn Williamson,Alvarez45 Inc,Partner,Laura Palmer,Jenny Martin,0068d000009XKnYAAW,0018d00000GozwdAAB,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Robinson1397,Closed Won,33600,Jenny Martin,Julie Chavez,Casey47 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKpsAAG,0018d00000GozwfAAB,0058d000004R3sGAAS,0058d000003BJO9AAO
Opportunity for Clarke523,Closed Lost,4805100,Jenny Martin,Eric Gutierrez,Casey47 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKlvAAG,0018d00000GozwfAAB,0058d000004R3sLAAS,0058d000003BJO9AAO
Opportunity for Weber983,Closed Lost,279405,Jenny Martin,Irene Kelley,Gutierrez48 Inc,Customer,Johnny Green,Jenny Martin,0068d000009XKolAAG,0018d00000GozwgAAB,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Wade966,Needs Analysis,552000,Jenny Martin,Laura Palmer,West49 Inc,Partner,Catherine Brown,Jenny Martin,0068d000009XKoCAAW,0018d00000GozwhAAB,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Lamb346,Closed Lost,1668500,Jenny Martin,Eric Sanchez,West49 Inc,Partner,Catherine Brown,Jenny Martin,0068d000009XKfXAAW,0018d00000GozwhAAB,0058d000004R3sXAAS,0058d000003BJO9AAO
Opportunity for Elliott1378,Closed Lost,3164200,Jenny Martin,Chris Riley,Lawrence50 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKpfAAG,0018d00000GozwiAAB,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Daniel1935,Closed Won,1454500,Jenny Martin,Julie Chavez,Wade312 Inc,Partner,Catherine Brown,Jenny Martin,0068d000009XKjJAAW,0018d00000Gp01bAAB,0058d000004R3sGAAS,0058d000003BJO9AAO
Opportunity for Rodriquez1114,Closed Won,1598060,Jenny Martin,Julie Chavez,Medina510 Inc,Customer,Johnny Green,Jenny Martin,0068d000009XKgfAAG,0018d00000Gp01eAAB,0058d000004R3sGAAS,0058d000003BJO9AAO
Opportunity for Lopez1040,Closed Won,79550,Jenny Martin,Harold Campbell,Conner513 Inc,Partner,Catherine Brown,Jenny Martin,0068d000009XKqWAAW,0018d00000Gp01hAAB,0058d000004R3sNAAS,0058d000003BJO9AAO
Opportunity for Barnes141,Qualification,363400,Jenny Martin,John Williams,Conner513 Inc,Partner,Catherine Brown,Jenny Martin,0068d000009XKcjAAG,0018d00000Gp01hAAB,0058d000004R3sYAAS,0058d000003BJO9AAO
Opportunity for Stokes477,Closed Won,328949,Jenny Martin,Doroth Gardner,Tran514 Inc,Partner,Irene Kelley,Jenny Martin,0068d000009XKkTAAW,0018d00000Gp01iAAB,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Rodriquez958,Qualification,413100,Jenny Martin,Irene McCoy,Tran514 Inc,Partner,Irene Kelley,Jenny Martin,0068d000009XKo7AAG,0018d00000Gp01iAAB,0058d000004R3sWAAS,0058d000003BJO9AAO
Opportunity for Figueroa1695,Closed Won,2604140,Jenny Martin,Eric Sanchez,Morales516 Inc,Partner,Irene McCoy,Jenny Martin,0068d000009XKnmAAG,0018d00000Gp01kAAB,0058d000004R3sXAAS,0058d000003BJO9AAO
Opportunity for Dennis956,Qualification,2285700,Jenny Martin,Irene Kelley,Fox517 Inc,Customer,Eric Gutierrez,Jenny Martin,0068d000009XKo5AAG,0018d00000Gp01lAAB,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Morton1251,Closed Won,25095,Jenny Martin,Eric Sanchez,Fox517 Inc,Customer,Eric Gutierrez,Jenny Martin,0068d000009XKlcAAG,0018d00000Gp01lAAB,0058d000004R3sXAAS,0058d000003BJO9AAO
Opportunity for Santiago1997,Closed Won,1394000,Jenny Martin,Laura Palmer,Bennett519 Inc,Customer,Chris Riley,Jenny Martin,0068d000009XKlGAAW,0018d00000Gp01nAAB,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Wilkins38,Closed Won,980500,Jenny Martin,Eric Sanchez,Bennett519 Inc,Customer,Chris Riley,Jenny Martin,0068d000009XKdSAAW,0018d00000Gp01nAAB,0058d000004R3sXAAS,0058d000003BJO9AAO
Opportunity for Beck451,Closed Won,1518400,Jenny Martin,Evelyn Williamson,Ortiz520 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKjVAAW,0018d00000Gp01oAAB,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for White1730,Negotiation/Review,1994920,Jenny Martin,Bruce Kennedy,Collins522 Inc,Customer,Chris Riley,Jenny Martin,0068d000009XKp5AAG,0018d00000Gp01qAAB,0058d000004R3sIAAS,0058d000003BJO9AAO
Opportunity for Wilkerson1956,Closed Won,1128970,Jenny Martin,Kelly Frazier,Lopez524 Inc,Partner,Irene Kelley,Jenny Martin,0068d000009XKkBAAW,0018d00000Gp01sAAB,0058d000004R3sPAAS,0058d000003BJO9AAO
Opportunity for Walters765,Closed Won,623750,Jenny Martin,Eric Sanchez,Snyder527 Inc,Customer,Harold Campbell,Jenny Martin,0068d000009XKhuAAG,0018d00000Gp01vAAB,0058d000004R3sXAAS,0058d000003BJO9AAO
Opportunity for Bryant952,Value Proposition,1379300,Jenny Martin,Irene McCoy,Pittman528 Inc,Customer,Julie Chavez,Jenny Martin,0068d000009XKo2AAG,0018d00000Gp01wAAB,0058d000004R3sWAAS,0058d000003BJO9AAO
Opportunity for Lyons494,Qualification,2371900,Jenny Martin,Kelly Frazier,Johnston241 Inc,Customer,John Williams,Jenny Martin,0068d000009XKlKAAW,0018d00000GozwmAAB,0058d000004R3sPAAS,0058d000003BJO9AAO
Opportunity for Terry269,Closed Won,846000,Jenny Martin,Irene Kelley,Wise244 Inc,Customer,Evelyn Williamson,Jenny Martin,0068d000009XKcyAAG,0018d00000GozwpAAB,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Black908,Closed Won,165000,Jenny Martin,Johnny Green,Medina246 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKmkAAG,0018d00000GozwrAAB,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Gutierrez1402,Closed Won,96977,Jenny Martin,John Williams,Greene248 Inc,Partner,Doroth Gardner,Jenny Martin,0068d000009XKqZAAW,0018d00000GozwtAAB,0058d000004R3sYAAS,0058d000003BJO9AAO
Opportunity for Willis1022,Closed Won,296805,Jenny Martin,Nicolas Weaver,Greene248 Inc,Partner,Doroth Gardner,Jenny Martin,0068d000009XKqNAAW,0018d00000GozwtAAB,0058d000004R3sMAAS,0058d000003BJO9AAO
Opportunity for Watts745,Closed Won,676500,Jenny Martin,John Williams,Butler249 Inc,Customer,Eric Gutierrez,Jenny Martin,0068d000009XKhEAAW,0018d00000GozwuAAB,0058d000004R3sYAAS,0058d000003BJO9AAO
Opportunity for Pittman658,Closed Won,252545,Jenny Martin,Evelyn Williamson,Bryant250 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKquAAG,0018d00000GozwvAAB,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Bishop1217,Closed Won,409240,Jenny Martin,Evelyn Williamson,Bryant250 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKkkAAG,0018d00000GozwvAAB,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Johnson1707,Needs Analysis,3612800,Jenny Martin,Dennis Howard,Phillips253 Inc,Customer,Harold Campbell,Jenny Martin,0068d000009XKoQAAW,0018d00000GozwyAAB,0058d000004R3sQAAS,0058d000003BJO9AAO
Opportunity for McCarthy999,Closed Won,775200,Jenny Martin,Chris Riley,Glover254 Inc,Partner,Laura Palmer,Jenny Martin,0068d000009XKpRAAW,0018d00000GozwzAAB,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Ramsey1069,Closed Won,1867750,Jenny Martin,Chris Riley,Glover254 Inc,Partner,Laura Palmer,Jenny Martin,0068d000009XKfjAAG,0018d00000GozwzAAB,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Howard1588,Closed Won,65920,Jenny Martin,Evelyn Williamson,Love256 Inc,Customer,Evelyn Williamson,Jenny Martin,0068d000009XKkyAAG,0018d00000Gozx1AAB,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Stokes556,Closed Won,40900,Jenny Martin,Dennis Howard,Salazar257 Inc,Customer,Harold Campbell,Jenny Martin,0068d000009XKnHAAW,0018d00000Gozx2AAB,0058d000004R3sQAAS,0058d000003BJO9AAO
Opportunity for Elliott770,Closed Won,646400,Jenny Martin,Laura Palmer,Wells259 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKhwAAG,0018d00000Gozx4AAB,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Terry1604,Closed Won,259500,Jenny Martin,Catherine Brown,Cross858 Inc,Customer,Julie Chavez,Jenny Martin,0068d000009XKliAAG,0018d00000Gp00QAAR,0058d000004R3sUAAS,0058d000003BJO9AAO
Opportunity for Sims1582,Closed Won,119967,Jenny Martin,Kelly Frazier,Jefferson859 Inc,Partner,Eric Sanchez,Jenny Martin,0068d000009XKk5AAG,0018d00000Gp00RAAR,0058d000004R3sPAAS,0058d000003BJO9AAO
Opportunity for Joseph1936,Closed Won,2920800,Jenny Martin,Laura Palmer,Jefferson859 Inc,Partner,Eric Sanchez,Jenny Martin,0068d000009XKjKAAW,0018d00000Gp00RAAR,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Francis298,Perception Analysis,219000,Jenny Martin,John Williams,Jefferson859 Inc,Partner,Eric Sanchez,Jenny Martin,0068d000009XKdkAAG,0018d00000Gp00RAAR,0058d000004R3sYAAS,0058d000003BJO9AAO
Opportunity for Duncan885,Qualification,413101,Jenny Martin,Eric Sanchez,Murphy861 Inc,Partner,Julie Chavez,Jenny Martin,0068d000009XKm4AAG,0018d00000Gp00TAAR,0058d000004R3sXAAS,0058d000003BJO9AAO
Opportunity for Carpenter1221,Proposal/Price Quote,2887700,Jenny Martin,Irene McCoy,Murphy861 Inc,Partner,Julie Chavez,Jenny Martin,0068d000009XKknAAG,0018d00000Gp00TAAR,0058d000004R3sWAAS,0058d000003BJO9AAO
Opportunity for Osborne1170,Closed Won,71880,Jenny Martin,Harold Campbell,Estrada864 Inc,Partner,Dennis Howard,Jenny Martin,0068d000009XKivAAG,0018d00000Gp00WAAR,0058d000004R3sNAAS,0058d000003BJO9AAO
Opportunity for Jefferson638,Closed Won,719960,Jenny Martin,Irene Kelley,Estrada864 Inc,Partner,Dennis Howard,Jenny Martin,0068d000009XKq9AAG,0018d00000Gp00WAAR,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Buchanan1756,Closed Lost,76532,Jenny Martin,Irene Kelley,Tran866 Inc,Customer,Irene Kelley,Jenny Martin,0068d000009XKpvAAG,0018d00000Gp00YAAR,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Wilkerson493,Closed Won,597750,Jenny Martin,Evelyn Williamson,Tran866 Inc,Customer,Irene Kelley,Jenny Martin,0068d000009XKlJAAW,0018d00000Gp00YAAR,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Young1227,Closed Won,1207960,Jenny Martin,John Williams,Tran866 Inc,Customer,Irene Kelley,Jenny Martin,0068d000009XKkqAAG,0018d00000Gp00YAAR,0058d000004R3sYAAS,0058d000003BJO9AAO
Opportunity for Hamilton810,Needs Analysis,895290,Jenny Martin,Eric Gutierrez,Joseph988 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKjdAAG,0018d00000Gp00bAAB,0058d000004R3sLAAS,0058d000003BJO9AAO
Opportunity for Floyd923,Closed Won,2202900,Jenny Martin,Catherine Brown,Joseph988 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKnKAAW,0018d00000Gp00bAAB,0058d000004R3sUAAS,0058d000003BJO9AAO
Opportunity for Weber619,Closed Won,3474950,Jenny Martin,Dennis Howard,Joseph988 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKpJAAW,0018d00000Gp00bAAB,0058d000004R3sQAAS,0058d000003BJO9AAO
Opportunity for Daniel1811,Closed Won,207240,Jenny Martin,Johnny Green,Hogan989 Inc,Customer,Chris Riley,Jenny Martin,0068d000009XKrWAAW,0018d00000Gp00cAAB,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Park1288,Closed Won,107040,Jenny Martin,Chris Riley,Hogan989 Inc,Customer,Chris Riley,Jenny Martin,0068d000009XKmsAAG,0018d00000Gp00cAAB,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Williamson906,Closed Won,2449675,Jenny Martin,Laura Garza,Hogan989 Inc,Customer,Chris Riley,Jenny Martin,0068d000009XKmjAAG,0018d00000Gp00cAAB,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Norman968,Closed Won,728525,Jenny Martin,John Williams,West990 Inc,Customer,Doroth Gardner,Jenny Martin,0068d000009XKogAAG,0018d00000Gp00dAAB,0058d000004R3sYAAS,0058d000003BJO9AAO
Opportunity for Alvarez1088,Needs Analysis,2592000,Jenny Martin,Dennis Howard,Allison992 Inc,Partner,Kelly Frazier,Jenny Martin,0068d000009XKfqAAG,0018d00000Gp00fAAB,0058d000004R3sQAAS,0058d000003BJO9AAO
Opportunity for Mendez460,Closed Won,23245,Jenny Martin,Eric Sanchez,Obrien994 Inc,Customer,Chris Riley,Jenny Martin,0068d000009XKjYAAW,0018d00000Gp00hAAB,0058d000004R3sXAAS,0058d000003BJO9AAO
Opportunity for Hughes845,Needs Analysis,1405500,Jenny Martin,Nicolas Weaver,Obrien994 Inc,Customer,Chris Riley,Jenny Martin,0068d000009XKkgAAG,0018d00000Gp00hAAB,0058d000004R3sMAAS,0058d000003BJO9AAO
Opportunity for Powers1925,Closed Lost,213440,Jenny Martin,Irene Kelley,McKinney995 Inc,Customer,Johnny Green,Jenny Martin,0068d000009XKiaAAG,0018d00000Gp00iAAB,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Watkins842,Closed Lost,382900,Jenny Martin,John Williams,McKinney995 Inc,Customer,Johnny Green,Jenny Martin,0068d000009XKkdAAG,0018d00000Gp00iAAB,0058d000004R3sYAAS,0058d000003BJO9AAO
Opportunity for Newman1387,Closed Won,2451210,Jenny Martin,Johnny Green,Riley999 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKplAAG,0018d00000Gp00mAAB,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Phillips1742,Qualification,1580935,Jenny Martin,Chris Riley,Riley999 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKpBAAW,0018d00000Gp00mAAB,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Evans607,Closed Lost,341390,Jenny Martin,Harold Campbell,Riley999 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKofAAG,0018d00000Gp00mAAB,0058d000004R3sNAAS,0058d000003BJO9AAO
Opportunity for Sparks1346,Closed Won,1567780,Jenny Martin,Laura Palmer,Riley999 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKoNAAW,0018d00000Gp00mAAB,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Reynolds593,Qualification,3503360,Jenny Martin,Irene McCoy,Peters785 Inc,Partner,Harold Campbell,Jenny Martin,0068d000009XKoaAAG,0018d00000Gozu1AAB,0058d000004R3sWAAS,0058d000003BJO9AAO
Opportunity for Weber1216,Closed Won,329425,Jenny Martin,Eric Sanchez,Hunt786 Inc,Customer,Evelyn Williamson,Jenny Martin,0068d000009XKkjAAG,0018d00000Gozu2AAB,0058d000004R3sXAAS,0058d000003BJO9AAO
Opportunity for Brady910,Closed Won,1355700,Jenny Martin,Kelly Frazier,Medina787 Inc,Partner,Dennis Howard,Jenny Martin,0068d000009XKmlAAG,0018d00000Gozu3AAB,0058d000004R3sPAAS,0058d000003BJO9AAO
Opportunity for May386,Closed Won,150240,Jenny Martin,Laura Garza,Medina787 Inc,Partner,Dennis Howard,Jenny Martin,0068d000009XKduAAG,0018d00000Gozu3AAB,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Logan51,Closed Won,2093000,Jenny Martin,Bruce Kennedy,Keller1 Inc,Partner,Eric Gutierrez,Jenny Martin,0068d000009XKeQAAW,0018d00000Gozu6AAB,0058d000004R3sIAAS,0058d000003BJO9AAO
Opportunity for Shaw336,Qualification,389120,Jenny Martin,Eric Gutierrez,Keller1 Inc,Partner,Eric Gutierrez,Jenny Martin,0068d000009XKfTAAW,0018d00000Gozu6AAB,0058d000004R3sLAAS,0058d000003BJO9AAO
Opportunity for Blair798,Qualification,23642,Jenny Martin,Catherine Brown,Herrera2 Inc,Customer,Doroth Gardner,Jenny Martin,0068d000009XKipAAG,0018d00000Gozu7AAB,0058d000004R3sUAAS,0058d000003BJO9AAO
Opportunity for Barton1764,Value Proposition,3209120,Jenny Martin,Laura Garza,Hill463 Inc,Customer,Kelly Frazier,Jenny Martin,0068d000009XKq2AAG,0018d00000Gozx9AAB,0058d000004R3sHAAS,0058d000003BJO9AAO
